params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.34, 0.36], train_time : 6.86
params : {'max_depth': 12, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.27, 0.27], train_time : 39.20
params : {'max_depth': 12, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.37, 0.37], train_time : 1.74
params : {'max_depth': 12, 'subsample': 0.8, 'colsample_bytree': 0.3, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.4, 0.41], train_time : 1.52
params : {'max_depth': 10, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.37], train_time : 4.27
params : {'max_depth': 12, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.38, 0.38], train_time : 2.25
params : {'max_depth': 3, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.71 , best_threshold : [0.4, 0.41], train_time : 0.43
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 1.39
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.8, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.34], train_time : 2.68
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 1.70
params : {'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 2.91
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.3, 0.26], train_time : 18.98
params : {'max_depth': 3, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.37], train_time : 2.14
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.43, 0.42], train_time : 0.58
params : {'max_depth': 3, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 0.83
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.34], train_time : 7.37
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 2.51
params : {'max_depth': 12, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.39, 0.4], train_time : 2.92
params : {'max_depth': 12, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.34, 0.33], train_time : 5.45
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 2.82
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.33, 0.35], train_time : 6.67
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 1.79
params : {'max_depth': 12, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.3, 0.31], train_time : 9.14
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 0.61
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.39, 0.38], train_time : 0.42
params : {'max_depth': 12, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.71 , best_threshold : [0.14, 0.15], train_time : 44.08
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 2.08
params : {'max_depth': 10, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.34], train_time : 3.95
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 1.23
params : {'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.37], train_time : 0.90
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.25, 0.25], train_time : 35.35
params : {'max_depth': 12, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.33, 0.33], train_time : 14.13
params : {'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.35], train_time : 1.90
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.71 , best_threshold : [0.24, 0.2], train_time : 40.95
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.35], train_time : 2.92
params : {'max_depth': 12, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.32, 0.33], train_time : 11.10
params : {'max_depth': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.3, 0.32], train_time : 13.74
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.32, 0.3], train_time : 14.10
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.34, 0.34], train_time : 5.15
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.38, 0.35], train_time : 0.58
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 3.73
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 2.05
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 2.21
params : {'max_depth': 3, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 1.81
params : {'max_depth': 6, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.4, 0.38], train_time : 0.59
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.4, 0.41], train_time : 0.47
params : {'max_depth': 12, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.17, 0.17], train_time : 55.46
params : {'max_depth': 12, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.38, 0.37], train_time : 2.17
params : {'max_depth': 12, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.34, 0.33], train_time : 6.86
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 2.13
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.37], train_time : 1.24
params : {'max_depth': 3, 'subsample': 0.5, 'colsample_bytree': 0.8, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 1.29
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.35], train_time : 5.10
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 1.07
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 5.31
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.36], train_time : 2.15
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 2.68
params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 1.10
params : {'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.3, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.38], train_time : 1.04
params : {'max_depth': 10, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.37], train_time : 4.41
params : {'max_depth': 3, 'subsample': 0.5, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.37], train_time : 0.77
params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.39, 0.4], train_time : 0.51
params : {'max_depth': 3, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.38], train_time : 1.99
params : {'max_depth': 6, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 0.69
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 1.14
params : {'max_depth': 3, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.71 , best_threshold : [0.39, 0.41], train_time : 0.42
params : {'max_depth': 12, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.42, 0.42], train_time : 1.71
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 3.48
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 0.8, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.39, 0.38], train_time : 0.52
params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 0.91
params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 3.92
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.29, 0.29], train_time : 20.57
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 1.28
params : {'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.38, 0.36], train_time : 1.00
params : {'max_depth': 12, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.32, 0.32], train_time : 18.63
params : {'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.37, 0.39], train_time : 0.61
params : {'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 1.99
params : {'max_depth': 10, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.4, 0.4], train_time : 1.78
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 0.87
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.38], train_time : 0.97
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 1.33
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.39, 0.39], train_time : 0.55
params : {'max_depth': 12, 'subsample': 1.0, 'colsample_bytree': 0.8, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.34, 0.34], train_time : 8.74
params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.34, 0.36], train_time : 3.61
params : {'max_depth': 10, 'subsample': 0.8, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.36], train_time : 2.97
params : {'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 1.81
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.29, 0.29], train_time : 15.11
params : {'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 0.69
params : {'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.35], train_time : 2.57
params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 0.92
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.27, 0.29], train_time : 40.93
params : {'max_depth': 12, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 6.31
params : {'max_depth': 3, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.71 , best_threshold : [0.42, 0.41], train_time : 0.71
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.38], train_time : 1.17
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.38, 0.38], train_time : 0.48
params : {'max_depth': 3, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.37], train_time : 1.49
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.34, 0.35], train_time : 4.14
params : {'max_depth': 12, 'subsample': 1.0, 'colsample_bytree': 0.5, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.4, 0.4], train_time : 1.82
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 1.88
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 0.8, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 3.13
params : {'max_depth': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.32, 0.31], train_time : 19.88
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.37], train_time : 1.22
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.27, 0.25], train_time : 13.67
params : {'max_depth': 12, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.23, 0.25], train_time : 34.65
params : {'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.38], train_time : 1.35
params : {'max_depth': 12, 'subsample': 1.0, 'colsample_bytree': 0.5, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.29, 0.31], train_time : 26.31
params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 4.12
params : {'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.38], train_time : 0.54
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.35], train_time : 3.79
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 2.04
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 2.86
params : {'max_depth': 3, 'subsample': 0.5, 'colsample_bytree': 0.8, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.38, 0.39], train_time : 0.49
params : {'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 5.25
params : {'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.36], train_time : 3.08
params : {'max_depth': 12, 'subsample': 1.0, 'colsample_bytree': 0.5, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.24, 0.28], train_time : 94.35
params : {'max_depth': 10, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.35], train_time : 5.74
params : {'max_depth': 12, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.33, 0.31], train_time : 20.95
params : {'max_depth': 12, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.32, 0.31], train_time : 7.24
params : {'max_depth': 12, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.35], train_time : 6.31
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.38], train_time : 0.57
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 1.94
params : {'max_depth': 10, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.36], train_time : 2.75
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.36], train_time : 1.42
params : {'max_depth': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.34, 0.35], train_time : 4.31
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 300, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.38, 0.37], train_time : 1.39
params : {'max_depth': 6, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 1.06
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.25, 0.28], train_time : 23.65
params : {'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.5, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 1.38
